id,created_at,topics,sentiment,text,retweet_count,reply_count,like_count,quote_count
1.47E+18,2021-12-07T20:09:44.000Z,PUH,NEU,"Listening to ""We Bring Vaccine Doses to Businesses and Organizations! / Staying Safe this Shopping Season! / The Omicron Variant / Kentucky Vaccination Numbers / Yay! Holly Forbes!! 12-07-2021"" at https://t.co/uA4shmlpkv",0,0,0,0
1.47E+18,2021-12-07T22:40:21.000Z,PUH,NEG,@SimeonBrownMP There is also no justification for the 'protection framework' or vaccination passports,0,0,1,0
1.47E+18,2021-12-07T20:28:43.000Z,VAE,POS,"@Tony__Heller @TakeThatEarth @kath2cats @bush_wendy @janem1276 @AndrewLazarus4 @Particle96 @skepticalprune @raouldukeerik @zeetubes @alisonpalk @rpagano697 @provaxtexan @sj_ca1867 @ogilville1 @JimeeLiberty @sammy44231 @VENGYNCE @PaulDesmoParker @doom37455413 @Monstercoyliar @_mamadeb @J_EmpyreanGoals @MsTrixter @richykirsh @runhack @immunotoxPhD @swedishchf @sailor_man_dan @satekor @paco7320 @andylumm @SultaneAlexand1 @kevinault @mcfunny @tenebra99 @Sara4843 @deralteGaukler @handmadekathy @namagoy @Kathmarval @Fannyi5 @TechARP @CarvilleDean @ConsequentialBr @MichaelBuerger8 @WendyOrent @DevoDalek @FactPhily @JamesLynchGTC ALL immunity is ""natural"". The immune system reacts to any antigen regardless of whether it is from the disease or vaccines. It is far safer for immunity to follow vaccination than it is from having to survive deadly diseases to obtain it.",1,1,4,0
1.47E+18,2021-12-07T22:06:41.000Z,PUH,POS,"@thereal_truther @shashanatasham @gnocchiwizard If we're talking about COVID mortality, post vaccination, why look at clinical trials at all?

We've got census scale data. The variance between vaccinated and unvaccinated is massive. https://t.co/8dzAZ3qAWN",0,1,3,0
1.47E+18,2021-12-07T22:17:03.000Z,POD,NEU,Court Halts Mandate For Federal Contractors In Another Blow To Biden's Vaccination??Strategy https://t.co/iuB5MASbHs,0,0,0,0
1.47E+18,2021-12-07T21:00:51.000Z,POD,NEG,"@FoxNews Is there not something really creepy about this obsession with his vaccination? This is getting ""body snatchers"" type creepy!",0,0,0,0
1.47E+18,2021-12-07T18:21:23.000Z,PUH,NEG,Official Data shows Deaths of male Children are up 54% since they were offered the Covid-19 Vaccine ' The Expose' ???????????? https://t.co/UyFMStONnK,30,1,33,1
1.47E+18,2021-12-07T19:54:51.000Z,VAE,NEG,"@IsleVintage @podderlands @disclosetv 81 of every million in the first year of vaccination, who knows what gonna happen to the Vaxxed people in the next 5 or 10 years",0,1,1,0
1.47E+18,2021-12-07T19:39:38.000Z,PUH,NEU,"As predicted, EU leaders have agreed today in Brussels that (most likely beginning February 1st) Covid vaccination privileges will expire after 9 months unless a booster vaccination was performed. (Source: https://t.co/TVhfiQIK0y)",1,0,0,0
1.47E+18,2021-12-07T19:50:27.000Z,PUH,NEU,"@ScottAdamsSays Why go that far, your vaccines fall apart much earlier than that, like entire cruises being vaccinated and having breakouts, or breakouts in countries that require proof of full vaccination to enter'",0,0,0,0
1.47E+18,2021-12-07T16:57:37.000Z,PUH,POS,"@PaulGoldsmith73 @JuliaHB1 You are suggesting that you have the right to not come in to contact with potentially lethal pathogens. That's ludicrous.
Covid will continue to circulate for generations. Even 100% global vaccination would not eliminate it.
Unvaccinated causing mutations is also dubious.",0,0,0,0
1.47E+18,2021-12-07T19:46:43.000Z,POD,NEG,"@RepGregPence Shame on you! One of the 80 Republicans who voted for HR 550 legislation that will ""enable the federal government to 'track' unvaccinated Americans who 'will be targeted and forced to comply with Biden's crazy 'global vaccination' vision.' TRAITOR!",0,0,0,0
1.47E+18,2021-12-07T17:04:37.000Z,PUH,POS,"@StuMcMillanSNP We are supposed to be protecting the NHS, not steaming transmission. The NHS is protected by a lessening impact of transmission and high take up in vaccination. The additional message is not needed and is over-reaction. https://t.co/AMRYjs1JWP",0,0,0,0
1.47E+18,2021-12-07T16:52:02.000Z,POD,NEG,"""there's not going to be an end point to these vaccination programs"" - spoken like a true psychopath.

These absurd politicians won't stop until they're either physically removed or everyone stops complying.

This has NOTHING to do with health: https://t.co/3aLU59FydD",0,0,0,0
1.47E+18,2021-12-07T21:13:31.000Z,OTH,NEG,@hellgator14 @fuzzymoshe @JoeBorelliNYC Because they're vaccination doesn't work. Neither does their brain.,0,1,10,0
1.47E+18,2021-12-07T20:26:37.000Z,PUH,POS,"When 40% of Americans refuse vaccination to prevent COVID-19 infection and transmission to fellow Citizens''.Michigan sets hospitalization record, leads nation in new coronavirus cases per capita - CNN https://t.co/qwGm4yiDx4",1,0,1,0
1.47E+18,2021-12-07T23:38:29.000Z,PUH,NEU,@sunnewstamil Omicron ???? virus - People are compulsory vaccination and public places to wear face ???? keep social distance maintain follow,0,0,0,0
1.47E+18,2021-12-07T21:46:29.000Z,PUH,NEU,"@NewshubPolitics I disagree with Luxon in this. The country needs time to adapt to the new system before we allow covid-19 to spread through the population. They extra time also gives under vaccinated communities time to increase vaccination rates. It's only another week anyway, hardly a slog.",0,2,5,0
1.47E+18,2021-12-07T21:59:32.000Z,PUH,NEG,"@siirf @komonews The conclusions are facts, the fact you don't like it is irrelevant. Also, https://t.co/KC9lctq5jy",0,1,0,0
1.47E+18,2021-12-07T21:30:04.000Z,PUH,NEU,Kyrie Irving Swerves Vaccination Questions At Nets Media Day: NBA Twitter Reacts #music https://t.co/xfnjXvycuW https://t.co/uLpgfECTlI,0,0,0,0
1.47E+18,2021-12-07T17:10:56.000Z,POD,NEU,"@LBC Here we go folks
I believe this is a Trojan Horse,the fact that top Pfizer CEO Albert Bourla is saying omicron could mutate into something much stronger if allowed to become the dominant strain
So could be used as a prefix 4 enforced vaccination. 
He has friends in high places???? https://t.co/JsITfC4jS6",0,0,0,0
1.47E+18,2021-12-07T17:44:52.000Z,HUR,NEG,"870,000 signatures to stop mass vaccination
@gbdeclaration https://t.co/bQzcd260NN",7,1,11,0
1.47E+18,2021-12-07T17:40:03.000Z,OTH,NEG,"Burn. 

#mask #maskup #masks #masking #covid #COVID19 #covid_19 #covidvacccine #covidvaccine #variant #omicron #OmicronVariant #fauci #faucifraud #lies #lie #2weeks #flattenthecurve #booster #boostershot #vax #vaccine #vaccination #coronavirus #CoronavirusLockdown https://t.co/R2N3sygqxD",0,0,0,0
1.47E+18,2021-12-07T20:22:24.000Z,PUH,NEU,"If we want a better Nigeria, we have to join hands together to expose anyone in any organisation that is issuing fake vaccination, that is taking bribe.
All we have to do is to take a video ans share it online.
If we don't start, this country will not get better.
#exposethem",0,0,1,0
1.47E+18,2021-12-07T20:18:02.000Z,VAE,NEU,"A modest question

If vaccination always gives even a modest protection against risk of contracting a virus, severity of symptoms, or more importantly, transmission to others - all of which is scientifically proven to be true - who in their right mind opposes it?",0,1,1,0
1.47E+18,2021-12-07T18:21:56.000Z,PUH,NEU,"Germany: Father shot his wife, 3 children, & himself after employer found he had forged his wife's #COVID19 vaccination passport (BILD)

Devid R. (40) feared imprisonment and, according to the suicide note, was afraid his children would be taken from him, says attorney general.",1,0,1,0
1.47E+18,2021-12-07T19:52:32.000Z,PUH,NEU,@henrymcmaster @AndersonChamber This makes sense. Anderson County lags behind Charleston County in vaccination rates. https://t.co/FwCnCUFOQg,0,0,0,0
1.47E+18,2021-12-07T16:51:14.000Z,PEH,NEU,extremely tired of my dad arranging workers and not telling me so I suddenly have to corral Riley while talking to strangers with unconfirmed vaccination status,0,0,1,0
1.47E+18,2021-12-07T19:32:58.000Z,POD,POS,"@rahmstorf Lesenswert! ""According to the latest data from the Kaiser Family Fund, the rate of Republican Covid vaccination has plateaued at 59%, while 91% of Democrats have been vaccinated.
Republicans have been found to be more likely to believe misinformation about Covid and vaccines ...""",0,0,1,0
1.47E+18,2021-12-07T20:13:18.000Z,PUH,NEU,"Question: where were the patients between 28th/29th November and today when their results came out? Were they in the community or self-isolating?

Given the high transmissibility of Omicron and the low level if vaccination coverage, it is a matter of concern. https://t.co/OkfbwqpgHv https://t.co/qjYso0pZG4",1,1,6,0
1.47E+18,2021-12-07T16:36:56.000Z,PUH,NEU,(2) ...'Kalamazoo County Health & Community Services Department is observing National Influenza Vaccination Week by urging residents to receive vaccines against highly contagious illnesses as soon as possible. Anyone can get the flu or COVID-19...,0,1,0,0
1.47E+18,2021-12-07T22:35:53.000Z,HUR,POS,"People should be free to go about their daily lives regardless of their vaccination status. They shouldn't be used to control citizen's access to services, venues and events.

@sdphq #VaccinePassports https://t.co/QWRJ5b9u1D https://t.co/HpiCAvBVuz",45,1,108,5
1.47E+18,2021-12-07T21:13:19.000Z,PUH,NEU,"Wondering if the plan to make vaccination mandatory for healthcare staff will be reconsidered
House of Lords committee says:
-61% of unvaccinated staff said they wd leave their jobs, not get vaccinated
-->??270m for additional recruitment & training costs
https://t.co/gIq8TIpxPc",0,0,0,0
1.47E+18,2021-12-07T23:38:36.000Z,VAE,NEG,"Quote from the article'Ivermectin had shown good results and seemed to be on track for tackling the Pandemic.Big pharmaceutical companies observing the success rate of the drug,decided to impose a ban on it,as it would have directly impacted their vaccination domination campaign' https://t.co/y9Xd52nILc",0,3,4,0
1.47E+18,2021-12-07T20:30:08.000Z,VAE,NEU,"@thehowie Quite possible that prior Covid infection and/or vaccination offer protection against ""severe disease"". But this doesn't prove that Omicron is an inheritently milder strain...",0,0,1,0
1.47E+18,2021-12-07T20:45:19.000Z,PUH,NEU,"F'god's sake! This is the same man touting the theory that vaccination will lead to more virulent variants. Win if they do, win if they don't. https://t.co/dvkAKwqkcg",0,0,3,0
1.47E+18,2021-12-07T21:00:35.000Z,PUH,POS,"Delivering culturally aware and safe care to Aboriginal patients will help them make informed decisions about COVID-19 vaccinations, helping to close the vaccination gap.
For cultural safety training and resources, visit
https://t.co/WJUEiUXH3d
#Vaccination #AboriginalCommunities https://t.co/tMt1p8Sc6d",0,0,1,0
1.47E+18,2021-12-07T23:43:57.000Z,PUH,POS,"I don't mind whatever people do in the privacy of their homes, their beliefs, whatever. You do you. 

Vaccination doesn't only affect you, that's why it ""matters"" to others. Your status is their business because it affects them. 

Get vaccinated. It's about more than you.",2,0,4,0
1.47E+18,2021-12-07T19:03:39.000Z,PUH,NEU,@VirginNostrils @gigachadcapital @CharlotteEmmaUK Whereas lack of vaccination has its own downsides doesn't it?,0,2,0,0
1.47E+18,2021-12-07T17:24:20.000Z,HUR,NEG,"@IrfanDhalla 1) mRNA isn't a 'vaccination'
2) Once you've taking the shot that is in you for life. Impaired driving or smoking on a bus?? isn't permanent.
3) I bet you say it's a 'personal choice' when a woman wants to kill her baby right?
4) forcing people to make you feel safe is selfish",1,0,4,0
1.47E+18,2021-12-07T20:21:46.000Z,VAE,NEU,"@chrischirp 589. Oral Tablet Vaccination Induces Heightened Cross-Reactive CD8 T Cell Responses to SARS-COV-2 in Humans 

https://t.co/vtEWwvHHhU",0,0,0,0
1.47E+18,2021-12-07T17:31:04.000Z,PUH,NEU,"JUST IN: The Mercer County Health Department is currently closed due to a COVID-19 exposure.

The vaccination clinic scheduled for Wednesday, December 8th, will be rescheduled as soon as possible.
https://t.co/B2kRgpCyTD",0,0,0,0
1.47E+18,2021-12-07T22:01:15.000Z,OTH,NEU,"From HR:

""Given the latest news we will be waiting for further information and will not be requiring a vaccination plan or accommodation request from you at this time."" https://t.co/kbxFB6H07x",0,0,2,0
1.47E+18,2021-12-07T23:20:52.000Z,HUR,NEU,"@janaqua @MichiganFront @The_Murky @fanniebay @tedcruz Don't ask them about masks and vaccination. Apparently that's their freedumb, but women's health choice and the right to vote by mail is not freedom.",0,0,0,0
1.47E+18,2021-12-07T17:09:20.000Z,PUH,NEU,"Father kills family

""According to a suicide letter left behind, the 40-year-old forged a vaccination certificate for his wife. After the employer found out, the couple was afraid of imprisonment and that the children would be taken away from them""

https://t.co/7QtTdCmPov",2,2,6,0
1.47E+18,2021-12-07T20:58:10.000Z,PUH,NEU,@pieceofabanana @ginacarano We aren't fucking idiots. Sure the lockdowns are a bit much but it's much better to sort it bureaucratically than run around spreading the virus even more. Especially considering that we have a lot of rural communities with low vaccination rates.,0,1,4,0
1.47E+18,2021-12-07T23:16:18.000Z,VAE,NEU,"@disclosetv reports: 
New research finds that COVID-19 vaccine-resistant mutations strongly correlate with vaccination rates.

""By tracking the evolutionary trajectories of vaccine-resistant mutations in more than...'
READ the published paper here: https://t.co/xknQPy9am3",1,0,1,0
1.47E+18,2021-12-07T21:55:33.000Z,HUR,POS,Why boycott Dischem?The onus is in those who refuse to be vaccinated including peddlers of conspiracy theories to prove that vaccination is indeed dangerous for human bodies and if they cant provide solid evidence they must be forced to vaccinate or lose their jobs. https://t.co/TJDtCTwUT4,1,2,3,0
1.47E+18,2021-12-07T18:55:34.000Z,PUH,NEU,"Four big questions about the #Omicron variant ' and answers from experts, by ???@DLeonhardt??? https://t.co/2BHK1Dupm1 via @nytimes #COVID19 #vaccination #GlobalHealth https://t.co/2BHK1Dupm1",2,0,3,0
1.47E+18,2021-12-07T20:07:05.000Z,PEH,NEU,"every covid vaccination has knocked me tf out and i've been woken up 5 times this morning (starting at 3:30) by my uncle. got the flu in august, he was home blasting music at 8:30am. he wakes me up ungodly early every day. CAN I HAVE ONE DAY TO SLEEP AMD WAKE UP ON MY OWN PLS ????",0,1,1,0
1.47E+18,2021-12-07T21:35:08.000Z,VAE,NEU,"Fake COVID Vaccination Will Be On The Rise .
E Nor Go Work o https://t.co/al9qeNMykn",0,0,0,0
1.47E+18,2021-12-07T21:48:27.000Z,VAE,NEG,"@EnemyInAState In the meanwhile evidence shows that the most vulnerable relying exclusively on vaccines are screwed. Prior infection plus vaccination seems to maintain enough protection against Omicron. Vaccine-only policy are disastrous, but the UK government doesn't care. https://t.co/WsfU2WwcAa",1,0,1,0
1.47E+18,2021-12-07T19:44:44.000Z,POD,NEG,"@Cassy6000 Remember after supposedly Johnson took his first vaccination and changed completely into a socialist, UK hating, lettice eating Green Globalist extinction rebellion protestor ? These jabs are f#cking lethal ???????????? https://t.co/Xqyz0f0Tye",1,1,5,1
1.47E+18,2021-12-07T23:44:48.000Z,PUH,NEU,"I found this on NewsBreak ' the #1 local news app used by 45+ million people: 'Just bought 500 more cards. 60??500 is $30k. I'm gonna be rich', Man sold more than 600 fake COVID-19 vaccination cards after he advertised them on his social media accounts 
https://t.co/HFIIIODPmu",0,0,0,0
1.47E+18,2021-12-07T17:29:59.000Z,PUH,POS,"National Influenza Vaccination Week is here! If you haven't received a flu shot yet, there's still time. Together, we can all #FightFlu. Protect yourself and your loved ones by getting a flu shot. https://t.co/u5WPH4p2nb https://t.co/2nM6fkrQ32",0,0,0,0
1.47E+18,2021-12-07T17:39:16.000Z,PUH,POS,Canada's first homegrown COVID-19 vaccine shows high efficacy | CBC News https://t.co/yifZOTFL42 #COVID19 #Vaccination #HealthCanada #COVIDCanada #Medicago #Coronavirus #cdnpoli #snrtg,0,0,1,0
1.47E+18,2021-12-07T18:01:14.000Z,PUH,POS,"????Did vaccination program against COVID-19 in Saudi Arabia reduce hospitalization and mortality?

????Yeeeees (see attached figure)

#Abo7aneen #Medtwitter #MedEd #tweetorial 

https://t.co/eQQp8TuoQ3 https://t.co/TSnooOMroj",1,0,1,0
1.47E+18,2021-12-07T17:04:26.000Z,VAE,NEG,"@FullTimeDreamir @SCOUSER_71 @US_FDA @CDCgov @CNN @cnnbrk @FoxNews @ABC @CNBC @CBSNews The reason i point out the covaxin narrative contradiction between those in india and those outside is to give the facts as they were! I have no personal agenda promoting or disputing covacin efficacy but the covaxin narrative is untenable!
https://t.co/quKZmepsbx",0,0,0,0
1.47E+18,2021-12-07T19:09:00.000Z,PUH,NEU,"After years of campaigning, the NHS is now offering children the injectable flu vaccine, free from porcine content, for parents who are concerned about this ingredient.

Parents in Bradford are urged to ensure their child gets the vaccine when offered ????

https://t.co/o0MHG1nN4a https://t.co/8Eu17psBTp",0,0,0,0
1.47E+18,2021-12-07T21:44:32.000Z,PUH,NEU,"Dr. Henry: Since the beginning of the vaccination program, we have taken a risk-based approach. We know the most important risk is age. We've looked at our own data, which shows different groups are at different risks of breakthrough infection.",2,1,3,2
1.47E+18,2021-12-07T17:05:32.000Z,PUH,NEU,The Canadian government will expand its mandatory vaccination policy in early 2022 to include all federally regulated workplaces like banks and telecom firms https://t.co/aFqdPbJG8z,0,0,0,0
1.47E+18,2021-12-07T21:52:00.000Z,PUH,NEU,Surveys show at least one in 12 children who've had COVID-19 have lingering symptoms. Vaccination is now available for children 5-11. More information. https://t.co/7QvaHxtKIo https://t.co/narC5ohzJt,2,3,1,0
1.47E+18,2021-12-07T18:15:54.000Z,PUH,NEG,"300 Athletes Worldwide Collapsed On Field After The C-19 Vaccination In 2021!

https://t.co/d5NvABgz67",260,21,341,16
1.47E+18,2021-12-07T18:06:41.000Z,POD,POS,????| NEW: Leo Varadkar has said there is 'good evidence' the Covid passes have worked: 'At the very least they have encouraged more and more people to get vaccinated. I'm not sure we would have reached so high a level of vaccination of 93 or 94% were it not for system.',0,5,6,1
1.47E+18,2021-12-07T19:12:09.000Z,PEH,NEG,"As someone who as experienced both sexual assault and vaccination, I'll take the vaccine any day of the week and twice on Sunday. This is disgusting. And deplorable. https://t.co/TZ6rkXoXgK",10,11,44,2
1.47E+18,2021-12-07T23:29:41.000Z,PEH,NEG,@TheEliKlein NYCs rush to make anyone get vaccinated is bullshit. How do they really know this vaccination gives healthy people are weaker case? I never got covid b4 the vax or after and my husband had it b4 I was vaxed. Thats OK Ill keep my money in the rest of NY. NYC can keep the liberals,0,2,5,0
1.47E+18,2021-12-07T22:13:11.000Z,PUH,NEU,"N.S. reports high public sector vaccination rates, urges caution over holidays | CBC News https://t.co/4a2CFJQ1vd",0,0,0,0
1.47E+18,2021-12-07T21:02:31.000Z,OTH,NEG,"@CheeseSocialism @BuddyBacteria @NorthOfSass @trishapaytas Prove you care about vaccines. Show us your vaccine card. Show us the spot where they gave you the vaccination. Show us every screenshot in existence you have to show you care about vaccines. 

Do you see how ridiculous that sounds now?",0,0,3,0
1.47E+18,2021-12-07T16:37:01.000Z,VAE,POS,"@LonwaboMfundisi @SirLetshela Give me one single medication without side effects,I am not a scientists so i won't fight anything i don't have the facts on, i don't own the means of production. So for my loved ones i will do anything and everything to protect them including vaccination.",0,0,0,0
1.47E+18,2021-12-07T18:02:01.000Z,PUH,POS,Roll up your sleeves! This week is National Influenza Vaccination Week & Esperan??a joins the call to encourage all Americans 6 months & older to get their annual #flushot. Remember that you're not only protecting yourself but your community too. #fightflu https://t.co/nXcfIaxyvT,1,0,1,0
1.47E+18,2021-12-07T18:09:44.000Z,PUH,POS,"@CP24 Could reach 3,000+ new cases a day by the end of December 
BUT If vaccination of children reaches 50 per cent by the end of December, 
just above 1,500 a day. https://t.co/TnlumWe7hq",0,0,0,0
1.47E+18,2021-12-07T19:58:16.000Z,OTH,NEU,Masks will be required of all participants and supporters (age 2 and above) inside Haas Center regardless of vaccination status. Clear bag guidelines will be enforced ???????? #BUClass2021 #graduation https://t.co/5at30PHmWe,0,0,1,0
1.47E+18,2021-12-07T21:13:02.000Z,PUH,POS,National Influenza Vaccination Week??2021 https://t.co/O61elJWPDZ,0,0,0,0
1.47E+18,2021-12-07T20:02:23.000Z,PUH,NEU,"@BilldeBlasio Black New Yorkers aged 18-44 have a 28% vaccination rate.

RaCIST",0,0,0,0
1.47E+18,2021-12-07T20:01:55.000Z,VAE,NEU,@vikramchandra Vaccine production is not equivalent to actual vaccination. Vaccine production w/o vaccination will lead to wastage of resources if vaccines are not administered within a time frame,0,0,0,0
1.47E+18,2021-12-07T21:17:20.000Z,POD,NEU,"@NBCNews why do you not put the blame where it belongs: The @GOP #Fascists refuse to pass legislation to help, runs a propaganda campaign against vaccination, and the unvaccinated themselves. Again, try putting the blame where it belongs.",0,1,0,0
1.47E+18,2021-12-07T19:53:30.000Z,POD,NEG,"Im officially an antivaxxer because the new definition includes being against mandates. Fuck mandates and anyone that supports this tyranny. If you scared, get vaxxed. Still scared? Go to church, ho. #Antivaxxers #vaccination #vaccine #MandatoryVaccination #COVID19 #LetsGoBrandon",0,1,4,0
1.47E+18,2021-12-07T18:11:53.000Z,POD,NEG,@Aimee36368857 @Mc40400451David @GMB I think my original tweet was a bit hardcore and unfair. I just wish the issue of vaccination wasn't so political and divisive and that people look at the scientific evidence out there supporting vaccinations on reducing likelihood you'll take a bed someone else may need,0,1,0,0
1.47E+18,2021-12-07T20:48:22.000Z,VAE,POS,"you keep saying ask your medical professional, and 99.9% tell you get the vaccination' at least you finally want to listen to the medical community- as far as ivermectin' your pushing something too soon when we have a vaccine https://t.co/BSCrvtHcsH",0,0,0,0
1.47E+18,2021-12-07T18:56:38.000Z,POD,NEU,New Zealand tyrant Jacinda Ardern: 'There's not going to be an endpoint to this vaccination program..' https://t.co/CfG9L9dmer,0,0,1,0
1.47E+18,2021-12-07T22:47:52.000Z,PUH,NEU,"Grrr' U of MO 
The university is suspending the requirement for faculty, staff & student employees to be vaccinated against COVID-19 or have an approved exemption. Employees are no longer required to show documentation of vaccination or apply for an exemption at this time.",0,0,0,0
1.47E+18,2021-12-07T19:11:55.000Z,POD,POS,"Trump's Cult is Dying from COVID in Much Greater Numbers, but FOX News Won't Tell Them A new study by NPR confirms that ""Counties that went heavily for Donald Trump have seen much lower vaccination rates and much higher death rates from COVID.""
https://t.co/rYu4KNh1ub",1,0,1,0
1.47E+18,2021-12-07T22:33:08.000Z,PEH,NEU,"my irl is so annoying, how the hell is he gonna tell ME about the sk vaccination regulations and tell me he's gonna see bts in seoul ????????",0,1,0,0
1.47E+18,2021-12-07T19:35:17.000Z,PUH,NEU,German investigators said Tuesday that a man suspected of killing his family and then himself left a note indicating that he was afraid of being arrested after procuring a fake vaccination certificate for his wife. https://t.co/nETBLSwELd,0,0,0,0
1.47E+18,2021-12-07T18:48:02.000Z,VAE,POS,"@jazzaoxon @janinel62298657 @pritipatel Do you wear your mask and have you had your vaccination?? If so, then why are you worry it about? Vaccination and mask DOESN'T protect you at all? Isn't that idea that sold it to you? You don't make sense and you just show the hate in your heart using COVID as an excuse I think.",0,0,4,0
1.47E+18,2021-12-07T18:10:46.000Z,POD,NEG,"@DanMKervick The fact of possible transmission after vaccination has muddied the waters, and needs to be addressed. But, past misrepresentations by establishment figures and for-profit motives of #BigPharma fees distrust. Difficult to deal with when we can't trust folks like Fauci 100%.",0,0,0,0
1.47E+18,2021-12-07T16:55:02.000Z,PUH,NEU,"@mugecevik Update: Only 36.8% of adult population is fully vaccinated 
With either a single dose of J&J or two doses of Pfizer. https://t.co/M5vAC2SbTO 
Dec. 3, COVID patients in hospital
2% are vaccinated, 
23% are unvaccinated, 
74% vaccination status unknown https://t.co/jLHNmdEoGo",0,0,0,0
1.47E+18,2021-12-07T23:16:47.000Z,PUH,NEU,"@Player1x1 @deborah40089903 So wrong

Israel / Dec. 7th 2021
Of the 101 severely ill covid patients, the % in relation to their vaccination coverage (per 100,000) is distributed as follows:
vaccinated. 3x - 0.7% (8)
vaccinated. 1-2x - 17.2% (9)
unvaccinated. 0x - 82.1% (84)

Source: https://t.co/5D1JRdLxoJ https://t.co/IqXTGJD3QN",0,0,0,0
1.47E+18,2021-12-07T17:23:09.000Z,POD,POS,"Political affiliation is now the strongest indicator of whether someone is vaccinated. Republican vaccination rate has flatlined at 59%, Democrats at 91%. 3-minute listen. https://t.co/R7PRo98Ohd",0,0,0,0
1.47E+18,2021-12-07T19:58:41.000Z,PUH,NEU,"????US Omicron: 

- 62 cases in 21 states, all symptomatic
- 2 reported hospitalizations (3.2%)
- 92.5% fully vaccinated (of cases w/ vaxx status)
- 6 cases triple injected
- 3 cases unvaccinated
- 22 cases w/ unreported vaccination status, all in highly vaccinated liberal areas.",5,1,9,5
1.47E+18,2021-12-07T16:39:48.000Z,PEH,NEU,@michellecorry @MichealLehane Didn't get an invite .. just walked in to vaccination centre.. they checked my last dose was at least 5 months ago .. and gave me the booster .. ????,0,1,2,0
1.47E+18,2021-12-07T16:33:29.000Z,VAE,NEG,Been suspended from @SE23life for sharing important info of Queen Mary Uni research confirming trends that vaccines expose people to increased mortality. Seems #se23 would prefer to live with hysteria & lies. Good luck to them. They were warned #vaccination #COVID19,11,4,37,0
1.47E+18,2021-12-07T18:35:28.000Z,OTH,NEU,@icekiller305 @MakkenAer Nah they required proof of vaccination on entry for ur badge,0,0,1,0
1.47E+18,2021-12-07T18:11:19.000Z,PUH,NEG,"@Marc_Veld So you define fully vaccinated as 100%? Even if we play by your narrow terms, Israel still has high vaccination rates compared with other nations, yet shows a high rate of infection amongst the fully vaccinated, which cannot be obscured through linguistic sleight of hand.",0,2,0,0
1.47E+18,2021-12-07T23:25:34.000Z,PUH,NEU,"@Davebacon1234 @freedave Right

Israel / Dec. 7th 2021

Of the 101 severely ill covid patients, the % in relation to their vaccination coverage (per 100,000) is distributed as follows:

vaccinated. 3x - 0.7% (8)
vaccinated. 1-2x - 17.2% (9)
unvaccinated. 0x - 82.1% (84)

Source: https://t.co/5D1JRdLxoJ https://t.co/xT45jaBq6v",0,0,0,0
