id,created_at,topics,sentiment,text,retweet_count,reply_count,like_count,quote_count
1.47e+18,2021-12-07T20:58:10.000Z,,,@pieceofabanana @ginacarano We aren't fucking idiots. Sure the lockdowns are a bit much but it's much better to sort it bureaucratically than run around spreading the virus even more. Especially considering that we have a lot of rural communities with low vaccination rates.,0,1,4,0
1.47e+18,2021-12-07T23:16:18.000Z,,,"@disclosetv reports: 
New research finds that COVID-19 vaccine-resistant mutations strongly correlate with vaccination rates.

""By tracking the evolutionary trajectories of vaccine-resistant mutations in more than...??
READ the published paper here: https://t.co/xknQPy9am3",1,0,1,0
1.47e+18,2021-12-07T21:55:33.000Z,OTH,,Why boycott Dischem?The onus is in those who refuse to be vaccinated including peddlers of conspiracy  theories to prove that vaccination is indeed dangerous for human bodies and if they cant provide solid evidence they must be forced to vaccinate or lose their jobs. https://t.co/TJDtCTwUT4,1,2,3,0
1.47e+18,2021-12-07T18:55:34.000Z,,,"Four big questions about the #Omicron variant ?? and answers from experts, by ???@DLeonhardt??? https://t.co/2BHK1Dupm1 via @nytimes #COVID19 #vaccination #GlobalHealth  https://t.co/2BHK1Dupm1",2,0,3,0
1.47e+18,2021-12-07T20:07:05.000Z,,,"every covid vaccination has knocked me tf out and i??ve been woken up 5 times this morning (starting at 3:30) by my uncle. got the flu in august, he was home blasting music at 8:30am. he wakes me up ungodly early every day. CAN I HAVE ONE DAY TO SLEEP AMD WAKE UP ON MY OWN PLS ????",0,1,1,0
1.47e+18,2021-12-07T21:35:08.000Z,,,"Fake COVID Vaccination Will Be On The Rise .
E Nor Go Work o https://t.co/al9qeNMykn",0,0,0,0
1.47e+18,2021-12-07T21:48:27.000Z,,,"@EnemyInAState In the meanwhile evidence shows that the most vulnerable relying exclusively on vaccines are screwed. Prior infection plus vaccination seems to maintain enough protection against Omicron. Vaccine-only policy are disastrous, but the UK government doesn??t care. https://t.co/WsfU2WwcAa",1,0,1,0
1.47e+18,2021-12-07T19:44:44.000Z,,,"@Cassy6000 Remember after supposedly Johnson took his first vaccination and changed completely into a socialist, UK hating, lettice eating Green Globalist extinction rebellion protestor ? These jabs are f#cking lethal ???????????? https://t.co/Xqyz0f0Tye",1,1,5,1
1.47e+18,2021-12-07T23:44:48.000Z,,,"I found this on NewsBreak ?? the #1 local news app used by 45+ million people: ??Just bought 500 more cards. 60??500 is $30k. I??m gonna be rich??, Man sold more than 600 fake COVID-19 vaccination cards after he advertised them on his social media accounts 
https://t.co/HFIIIODPmu",0,0,0,0
1.47e+18,2021-12-07T17:29:59.000Z,,,"National Influenza Vaccination Week is here! If you haven??t received a flu shot yet, there??s still time. Together, we can all #FightFlu. Protect yourself and your loved ones by getting a flu shot. https://t.co/u5WPH4p2nb https://t.co/2nM6fkrQ32",0,0,0,0
1.47e+18,2021-12-07T17:39:16.000Z,,,Canada's first homegrown COVID-19 vaccine shows high efficacy | CBC News https://t.co/yifZOTFL42 #COVID19 #Vaccination #HealthCanada #COVIDCanada #Medicago #Coronavirus #cdnpoli #snrtg,0,0,1,0
1.47e+18,2021-12-07T18:01:14.000Z,,,"????Did vaccination program against COVID-19 in Saudi Arabia reduce hospitalization and mortality?

????Yeeeees (see attached figure)

#Abo7aneen #Medtwitter #MedEd #tweetorial 

https://t.co/eQQp8TuoQ3 https://t.co/TSnooOMroj",1,0,1,0
1.47e+18,2021-12-07T17:04:26.000Z,,,"@FullTimeDreamir @SCOUSER_71 @US_FDA @CDCgov @CNN @cnnbrk @FoxNews @ABC @CNBC @CBSNews The reason i point out the covaxin narrative contradiction between those in india and those outside is to give the facts as they were!  I have no personal agenda promoting or disputing covacin efficacy  but the covaxin narrative is untenable!
https://t.co/quKZmepsbx",0,0,0,0
1.47e+18,2021-12-07T19:09:00.000Z,,,"After years of campaigning, the NHS is now offering children the injectable flu vaccine, free from porcine content, for parents who are concerned about this ingredient.

Parents in Bradford are urged to ensure their child gets the vaccine when offered ????

https://t.co/o0MHG1nN4a https://t.co/8Eu17psBTp",0,0,0,0
1.47e+18,2021-12-07T21:44:32.000Z,,,"Dr. Henry: Since the beginning of the vaccination program, we have taken a risk-based approach. We know the most important risk is age. We've looked at our own data, which shows different groups are at different risks of breakthrough infection.",2,1,3,2
1.47e+18,2021-12-07T17:05:32.000Z,,,The Canadian government will expand its mandatory vaccination policy in early 2022 to include all federally regulated workplaces like banks and telecom firms https://t.co/aFqdPbJG8z,0,0,0,0
1.47e+18,2021-12-07T21:52:00.000Z,,,Surveys show at least one in 12 children who've had COVID-19 have lingering symptoms. Vaccination is now available for children 5-11. More information. https://t.co/7QvaHxtKIo https://t.co/narC5ohzJt,2,3,1,0
1.47e+18,2021-12-07T18:15:54.000Z,,,"300 Athletes Worldwide Collapsed On Field After The C-19 Vaccination In 2021!

https://t.co/d5NvABgz67",260,21,341,16
1.47e+18,2021-12-07T18:06:41.000Z,,,????| NEW: Leo Varadkar has said there is ??good evidence?? the Covid passes have worked: ??At the very least they have encouraged more and more people to get vaccinated. I'm not sure we would have reached so high a level of vaccination of 93 or 94% were it not for system.??,0,5,6,1
1.47e+18,2021-12-07T19:12:09.000Z,,,"As someone who as experienced both sexual assault and vaccination, I??ll take the vaccine any day of the week and twice on Sunday. This is disgusting. And deplorable. https://t.co/TZ6rkXoXgK",10,11,44,2
1.47e+18,2021-12-07T23:29:41.000Z,,,@TheEliKlein NYCs rush to make anyone get vaccinated is bullshit. How do they really know this vaccination gives healthy people are weaker case? I never got covid b4 the vax or after and my husband had it b4 I was vaxed. Thats OK Ill keep my money in the rest of NY.  NYC can keep the liberals,0,2,5,0
1.47e+18,2021-12-07T22:13:11.000Z,,,"N.S. reports high public sector vaccination rates, urges caution over holidays | CBC News https://t.co/4a2CFJQ1vd",0,0,0,0
1.47e+18,2021-12-07T21:02:31.000Z,,,"@CheeseSocialism @BuddyBacteria @NorthOfSass @trishapaytas Prove you care about vaccines. Show us your vaccine card. Show us the spot where they gave you the vaccination. Show us every screenshot in existence you have to show you care about vaccines. 

Do you see how ridiculous that sounds now?",0,0,3,0
1.47e+18,2021-12-07T16:37:01.000Z,,,"@LonwaboMfundisi @SirLetshela Give me one single medication without side effects,I am not a scientists so i won't fight anything i don't have the facts on, i don't own the means of production. So for my loved ones i will do anything and everything to protect them including vaccination.",0,0,0,0
1.47e+18,2021-12-07T18:02:01.000Z,,,Roll up your sleeves! This week is National Influenza Vaccination Week &amp; Esperan??a joins the call to encourage all Americans 6 months &amp; older to get their annual #flushot. Remember that you??re not only protecting yourself but your community too. #fightflu https://t.co/nXcfIaxyvT,1,0,1,0
1.47e+18,2021-12-07T18:09:44.000Z,,,"@CP24 Could reach 3,000+ new cases a day by the end of December 
BUT If vaccination of children reaches 50 per cent by the end of December, 
just above 1,500 a day. https://t.co/TnlumWe7hq",0,0,0,0
1.47e+18,2021-12-07T19:58:16.000Z,,,Masks will be required of all participants and supporters (age 2 and above) inside Haas Center regardless of vaccination status. Clear bag guidelines will be enforced ???????? #BUClass2021 #graduation https://t.co/5at30PHmWe,0,0,1,0
1.47e+18,2021-12-07T21:13:02.000Z,,,National Influenza Vaccination Week??2021 https://t.co/O61elJWPDZ,0,0,0,0
1.47e+18,2021-12-07T20:02:23.000Z,,,"@BilldeBlasio Black New Yorkers aged 18-44 have a 28% vaccination rate.

RaCIST",0,0,0,0
1.47e+18,2021-12-07T20:01:55.000Z,,,@vikramchandra Vaccine production is not equivalent to actual vaccination. Vaccine production w/o vaccination will lead to wastage of resources if vaccines are not administered within a time frame,0,0,0,0
1.47e+18,2021-12-07T21:17:20.000Z,,,"@NBCNews why do you not put the blame where it belongs:  The @GOP #Fascists refuse to pass legislation to help, runs a propaganda campaign against vaccination, and the unvaccinated themselves. Again, try putting the blame where it belongs.",0,1,0,0
1.47e+18,2021-12-07T19:53:30.000Z,,,"Im officially an antivaxxer because the new definition includes being against mandates. Fuck mandates and anyone that supports this tyranny. If you scared, get vaxxed. Still scared? Go to church, ho. #Antivaxxers #vaccination #vaccine #MandatoryVaccination #COVID19 #LetsGoBrandon",0,1,4,0
1.47e+18,2021-12-07T18:11:53.000Z,,,@Aimee36368857 @Mc40400451David @GMB I think my original tweet was a bit hardcore and unfair. I just wish the issue of vaccination wasn??t so political and divisive and that people look at the scientific evidence out there supporting vaccinations on reducing likelihood you??ll take a bed someone else may need,0,1,0,0
1.47e+18,2021-12-07T20:48:22.000Z,,,"you keep saying ask your medical professional, and 99.9% tell you get the vaccination?? at least you finally want to listen to the medical community- as far as ivermectin?? your pushing something too soon when we have a vaccine https://t.co/BSCrvtHcsH",0,0,0,0
1.47e+18,2021-12-07T18:56:38.000Z,,,New Zealand tyrant Jacinda Ardern: ??There??s not going to be an endpoint to this vaccination program..?? https://t.co/CfG9L9dmer,0,0,1,0
1.47e+18,2021-12-07T22:47:52.000Z,,,"Grrr?? U of MO 
The university is suspending the requirement for faculty, staff &amp; student employees to be vaccinated against COVID-19 or have an approved exemption. Employees are no longer required to show documentation of vaccination or apply for an exemption at this time.",0,0,0,0
1.47e+18,2021-12-07T19:11:55.000Z,,,"Trump's Cult is Dying from COVID in Much Greater Numbers, but FOX News Won't Tell Them A new study by NPR confirms that ""Counties that went heavily for Donald Trump have seen much lower vaccination rates and much higher death rates from COVID.""
https://t.co/rYu4KNh1ub",1,0,1,0
1.47e+18,2021-12-07T22:33:08.000Z,,,"my irl is so annoying, how the hell is he gonna tell ME about the sk vaccination regulations and tell me he??s gonna see bts in seoul ????????",0,1,0,0
1.47e+18,2021-12-07T19:35:17.000Z,,,German investigators said Tuesday that a man suspected of killing his family and then himself left a note indicating that he was afraid of being arrested after procuring a fake vaccination certificate for his wife.   https://t.co/nETBLSwELd,0,0,0,0
1.47e+18,2021-12-07T18:48:02.000Z,,,"@jazzaoxon @janinel62298657 @pritipatel Do you wear your mask and have you had your vaccination?? If so, then why are you worry it about? Vaccination and mask DOESN'T protect you at all? Isn't that idea that sold it to you? You don't make sense and you just show the hate in your heart using COVID as an excuse I think.",0,0,4,0
1.47e+18,2021-12-07T18:10:46.000Z,,,"@DanMKervick The fact of possible transmission after vaccination has muddied the waters, and needs to be addressed. But, past misrepresentations by establishment figures and for-profit motives of #BigPharma fees distrust.  Difficult to deal with when we can't trust folks like Fauci 100%.",0,0,0,0
1.47e+18,2021-12-07T16:55:02.000Z,,,"@mugecevik Update: Only 36.8% of adult population is fully vaccinated 
With either a single dose of J&amp;J or two doses of Pfizer. https://t.co/M5vAC2SbTO  
Dec. 3,  COVID patients in hospital
2% are vaccinated, 
23% are unvaccinated, 
74% vaccination status unknown https://t.co/jLHNmdEoGo",0,0,0,0
1.47e+18,2021-12-07T23:16:47.000Z,,,"@Player1x1 @deborah40089903 So wrong

Israel  / Dec. 7th 2021
Of the 101 severely ill covid patients, the % in relation to their vaccination coverage (per 100,000) is distributed as follows:
vaccinated. 3x - 0.7% (8)
vaccinated. 1-2x - 17.2% (9)
unvaccinated. 0x - 82.1% (84)

Source: https://t.co/5D1JRdLxoJ https://t.co/IqXTGJD3QN",0,0,0,0
1.47e+18,2021-12-07T17:23:09.000Z,,,"Political affiliation is now the strongest indicator of whether someone is vaccinated. Republican vaccination rate has flatlined at 59%, Democrats at 91%. 3-minute listen. https://t.co/R7PRo98Ohd",0,0,0,0
1.47e+18,2021-12-07T19:58:41.000Z,,,"????US Omicron: 

- 62 cases in 21 states, all symptomatic
- 2 reported hospitalizations (3.2%)
- 92.5% fully vaccinated (of cases w/ vaxx status)
- 6 cases triple injected
- 3 cases unvaccinated
- 22 cases w/ unreported vaccination status, all in highly vaccinated liberal areas.",5,1,9,5
1.47e+18,2021-12-07T16:39:48.000Z,,,@michellecorry @MichealLehane Didn??t get an invite .. just walked in to vaccination centre.. they checked my last dose was at least 5 months ago .. and gave me the booster .. ????,0,1,2,0
1.47e+18,2021-12-07T16:33:29.000Z,,,Been suspended from @SE23life for sharing important info of Queen Mary Uni research confirming trends that vaccines expose people to increased mortality. Seems  #se23 would prefer to live with hysteria &amp; lies. Good luck to them. They were warned  #vaccination #COVID19,11,4,37,0
1.47e+18,2021-12-07T18:35:28.000Z,,,@icekiller305 @MakkenAer Nah they required proof of vaccination on entry for ur badge,0,0,1,0
1.47e+18,2021-12-07T18:11:19.000Z,,,"@Marc_Veld So you define fully vaccinated as 100%? Even if we play by your narrow terms, Israel still has high vaccination rates compared with other nations, yet shows a high rate of infection amongst the fully vaccinated, which cannot be obscured through linguistic sleight of hand.",0,2,0,0
1.47e+18,2021-12-07T23:25:34.000Z,,,"@Davebacon1234 @freedave Right

Israel  / Dec. 7th 2021

Of the 101 severely ill covid patients, the % in relation to their vaccination coverage (per 100,000) is distributed as follows:

vaccinated. 3x - 0.7% (8)
vaccinated. 1-2x - 17.2% (9)
unvaccinated. 0x - 82.1% (84)

Source: https://t.co/5D1JRdLxoJ https://t.co/xT45jaBq6v",0,0,0,0
1.47e+18,2021-12-07T18:57:47.000Z,,,"@KanatNesli's husband Hakan Kanat, his ward friend hugged and embraced his family today. Since my husband did not have the 2nd vaccination, we could not make a clear opinion. Could a PCR test be done?

A??HMHukuka D??n??nDedi https://t.co/BSrvKZFvw7",6,1,5,0
1.47e+18,2021-12-07T23:21:16.000Z,,,@GillianMcKeith It will soon be our only hope obi wan https://t.co/FSWku4yLDW,0,0,1,0
1.47e+18,2021-12-07T19:30:44.000Z,,,"The Swedish nightclub ""The hem"" located in the ""slaughterhouse area ""is being used as a temporary vaccination clinic ????
You can't make this shit up.... https://t.co/owfAgWyJ8S",0,0,0,0
1.47e+18,2021-12-07T18:25:26.000Z,,,@Gloriabesos @risetoflyy Why wear a mask and avoid crowds if my vaccination protects me?,0,0,0,0
